species	RepeatModeler_superfamily	number_of_copies_300bp	total_nucleotides	number_of_families
Petromyzon_marinus	LINE/RTE-BovB	57476	39415116	25
Petromyzon_marinus	RC/Helitron	848	583955	3
Petromyzon_marinus	DNA/hAT-Charlie	2328	2792396	8
Petromyzon_marinus	LTR/Gypsy	5429	5145905	11
Petromyzon_marinus	LTR/Gypsy-Cigr	2845	2797016	6
Petromyzon_marinus	DNA/PIF-Harbinger	2357	1524733	3
Petromyzon_marinus	LINE/I	47	24479	1
Petromyzon_marinus	DNA/TcMar-Tigger	173	84978	1
Petromyzon_marinus	LINE/CR1-Zenon	11	3606	2
Petromyzon_marinus	DNA/TcMar-Mariner	153	62565	2
Petromyzon_marinus	LINE/L1-Tx1	2639	2267862	6
Petromyzon_marinus	DNA/hAT-Tip100	246	280473	1
Petromyzon_marinus	LINE/CR1	73	33153	1
Petromyzon_marinus	DNA/hAT-Tag1	128	56984	1
Petromyzon_marinus	DNA/hAT-Blackjack	5	1549	1
Petromyzon_marinus	DNA/Academ	147	186033	1
Mus_caroli	LINE/L1	192408	152339349	114
Mus_caroli	LTR/ERVK	60220	30390586	151
Mus_caroli	LTR/ERVL-MaLR	82110	31461651	45
Mus_caroli	LTR/ERVL	19535	10088245	26
Mus_caroli	DNA/MULE-MuDR	258	90743	1
Mus_caroli	SINE/B2	5968	2136361	12
Mus_caroli	LTR/ERV1	10717	5225584	36
Mus_caroli	SINE/Alu	43703	16549715	46
Mus_caroli	SINE/B4	326	106990	5
Mus_caroli	DNA/CMC-EnSpm	3990	1456172	6
Mus_caroli	DNA/hAT-Charlie	1561	795116	2
Mus_caroli	SINE/ID	1410	462086	3
Mus_caroli	DNA/Sola	217	80322	1
Mus_caroli	DNA/Ginger	1	347	1
Mus_caroli	DNA/TcMar-Tigger	276	99707	7
Mus_caroli	LINE/L2	1262	475588	2
Mus_caroli	LTR/Copia	214	72783	1
Mus_caroli	DNA/Novosib	124	60750	1
Mus_caroli	LTR/Gypsy	298	271286	1
Lethenteron_camtschaticum	DNA/hAT	21524	8898067	9
Lethenteron_camtschaticum	DNA/Novosib	28309	11187124	3
Lethenteron_camtschaticum	LTR/Ngaro	19419	7744679	12
Lethenteron_camtschaticum	LINE/Jockey	6892	3312563	27
Lethenteron_camtschaticum	SINE/V	10943	3835979	7
Lethenteron_camtschaticum	LINE/RTE-BovB	27129	14974237	32
Lethenteron_camtschaticum	SINE/5S	1194	372382	3
Lethenteron_camtschaticum	LINE/L2	13517	6088124	47
Lethenteron_camtschaticum	DNA/TcMar-Tc1	19270	8712938	54
Lethenteron_camtschaticum	LINE/RTE-RTE	6902	2793541	17
Lethenteron_camtschaticum	LINE/R1	1804	779408	2
Lethenteron_camtschaticum	LINE/Penelope	10420	7529320	22
Lethenteron_camtschaticum	DNA/Zator	12175	6532571	15
Lethenteron_camtschaticum	DNA/TcMar-Tigger	3590	1432823	29
Lethenteron_camtschaticum	DNA/hAT-Ac	830	438545	4
Lethenteron_camtschaticum	RC/Helitron	701	479905	5
Lethenteron_camtschaticum	LTR/Gypsy-Cigr	4424	6398949	9
Lethenteron_camtschaticum	DNA/hAT-Charlie	2489	1258512	15
Lethenteron_camtschaticum	LINE/R2	4805	1983915	17
Lethenteron_camtschaticum	SINE/Deu	1782	610210	7
Lethenteron_camtschaticum	SINE/Alu	63	23667	1
Lethenteron_camtschaticum	LTR/Gypsy	1803	1459538	10
Lethenteron_camtschaticum	DNA/TcMar	411	191720	1
Lethenteron_camtschaticum	LINE/RTE	270	153558	2
Lethenteron_camtschaticum	DNA/CMC-Chapaev-3	6245	3235740	12
Lethenteron_camtschaticum	LINE/CR1-Zenon	432	180672	1
Lethenteron_camtschaticum	LINE/L1-Tx1	1513	1088823	7
Lethenteron_camtschaticum	LINE/CR1	52	20928	2
Lethenteron_camtschaticum	LINE/L1	536	409861	4
Lethenteron_camtschaticum	LINE/Rex-Babar	106	75367	2
Lethenteron_camtschaticum	DNA/hAT-Tip100	1697	998500	13
Lethenteron_camtschaticum	DNA/TcMar-Tc2	29	9525	1
Lethenteron_camtschaticum	DNA/Ginger	4	1461	1
Lethenteron_camtschaticum	LTR/ERVK	37	13949	1
Lethenteron_camtschaticum	DNA/PIF-Harbinger	737	270895	1
Lethenteron_camtschaticum	DNA/Kolobok-Hydra	127	72742	1
Lethenteron_camtschaticum	DNA/Merlin	431	207884	1
Lethenteron_camtschaticum	DNA/hAT-Blackjack	648	210642	1
Lethenteron_camtschaticum	DNA/hAT-Tag1	409	161747	1
Lethenteron_camtschaticum	LTR/ERV1	261	89287	1
Lethenteron_camtschaticum	LTR/DIRS	93	43690	2
Lethenteron_camtschaticum	DNA/P	206	73704	1
Lethenteron_camtschaticum	LINE/R2-Hero	424	217789	3
Lethenteron_camtschaticum	SINE/MIR	28	15342	1
Lethenteron_camtschaticum	LTR/Pao	161	201610	1
Lethenteron_camtschaticum	DNA/TcMar-Mariner	65	27568	2
Lethenteron_camtschaticum	SINE/tRNA-RTE	4	1670	1
Manis_javanica	LTR/ERV1	51266	29416724	95
Manis_javanica	LTR/ERVL	52438	34368507	57
Manis_javanica	LINE/L1	383870	414222520	126
Manis_javanica	SINE/MIR	270	213681	8
Manis_javanica	DNA/hAT-Charlie	10924	5112265	22
Manis_javanica	LINE/L2	29493	15560117	15
Manis_javanica	LTR/ERVL-MaLR	53482	20792462	34
Manis_javanica	DNA/hAT-Blackjack	913	398376	2
Manis_javanica	DNA/hAT-Tip100	2267	1162187	7
Manis_javanica	DNA/TcMar-Tigger	15700	7468046	16
Manis_javanica	LTR/ERVK	16430	12369336	15
Manis_javanica	DNA/Sola	434	186926	1
Manis_javanica	DNA/TcMar-Tc2	311	124451	2
Manis_javanica	LINE/RTE-X	26	8728	1
Manis_javanica	LTR/ERV	5334	3517108	1
Manis_javanica	LTR/Copia	259	167947	1
Manis_javanica	LINE/CR1	3	912	1
Boleophthalmus_pectinirostris	DNA/Novosib	1131	779511	4
Boleophthalmus_pectinirostris	LTR/Gypsy	15975	7281677	11
Boleophthalmus_pectinirostris	DNA/TcMar-Tigger	5446	2574006	5
Boleophthalmus_pectinirostris	LINE/Rex-Babar	2358	1063290	28
Boleophthalmus_pectinirostris	SINE/5S	2725	948321	6
Boleophthalmus_pectinirostris	DNA/hAT-Charlie	16980	7176149	31
Boleophthalmus_pectinirostris	DNA/hAT-Ac	38706	17013894	66
Boleophthalmus_pectinirostris	LINE/L2	9675	4668867	69
Boleophthalmus_pectinirostris	DNA/hAT-Tol2	2241	902251	4
Boleophthalmus_pectinirostris	DNA/CMC-EnSpm	3541	1900394	16
Boleophthalmus_pectinirostris	SINE/MIR	2533	848336	5
Boleophthalmus_pectinirostris	DNA/hAT-Tip100	506	189159	3
Boleophthalmus_pectinirostris	DNA/hAT	4702	2015233	9
Boleophthalmus_pectinirostris	DNA/PIF-Harbinger	4409	2285533	10
Boleophthalmus_pectinirostris	DNA/Academ	12404	4949270	6
Boleophthalmus_pectinirostris	SINE/V	568	196149	5
Boleophthalmus_pectinirostris	DNA/Sola	113	86758	2
Boleophthalmus_pectinirostris	LINE/Dong-R4	783	397435	5
Boleophthalmus_pectinirostris	LINE/RTE-BovB	3377	1762758	4
Boleophthalmus_pectinirostris	LINE/Penelope	4801	2187734	16
Boleophthalmus_pectinirostris	DNA/Kolobok-T2	154	72713	2
Boleophthalmus_pectinirostris	LINE/L1	902	453757	14
Boleophthalmus_pectinirostris	DNA/hAT-Blackjack	3005	1036212	2
Boleophthalmus_pectinirostris	DNA/PiggyBac	753	376109	2
Boleophthalmus_pectinirostris	DNA/TcMar-Tc1	4954	2710595	14
Boleophthalmus_pectinirostris	LINE/Proto2	503	201220	6
Boleophthalmus_pectinirostris	DNA/TcMar-ISRm11	98	57861	1
Boleophthalmus_pectinirostris	DNA/PIF-ISL2EU	6431	3464569	8
Boleophthalmus_pectinirostris	DNA/TcMar-Tc2	18342	9959545	18
Boleophthalmus_pectinirostris	LINE/RTE	813	344737	2
Boleophthalmus_pectinirostris	DNA/hAT-hobo	416	217593	3
Boleophthalmus_pectinirostris	LINE/RTE-X	150	78800	1
Boleophthalmus_pectinirostris	LTR/ERV1	283	97348	1
Boleophthalmus_pectinirostris	DNA/hAT-hAT5	2771	1068113	4
Boleophthalmus_pectinirostris	DNA/P	1125	374204	2
Boleophthalmus_pectinirostris	DNA/hAT-hATm	274	154080	2
Boleophthalmus_pectinirostris	DNA/MULE-MuDR	3	1646	1
Boleophthalmus_pectinirostris	LINE/L1-Tx1	386	185134	2
Boleophthalmus_pectinirostris	LTR/Pao	180	81332	2
Eulemur_macaco	LINE/L1	284230	205827210	159
Eulemur_macaco	LTR/ERV1	29069	14181908	71
Eulemur_macaco	DNA/hAT-Charlie	19802	10061623	23
Eulemur_macaco	SINE/MIR	70	22230	13
Eulemur_macaco	SINE/Alu	117439	40090402	9
Eulemur_macaco	LINE/L2	30471	15199100	30
Eulemur_macaco	LTR/ERVL-MaLR	73607	29766420	50
Eulemur_macaco	DNA/TcMar-Tigger	24654	14411113	26
Eulemur_macaco	LTR/ERVL	45272	22747084	46
Eulemur_macaco	DNA/CMC-EnSpm	54	18757	4
Eulemur_macaco	DNA/TcMar-Mariner	7910	6726183	5
Eulemur_macaco	DNA/hAT-Blackjack	1768	838550	3
Eulemur_macaco	DNA/hAT	14	4332	1
Eulemur_macaco	DNA/hAT-Tip100	3214	1664244	8
Eulemur_macaco	SINE/V	714	306675	1
Eulemur_macaco	LTR/ERVK	755	430080	2
Eulemur_macaco	DNA/PiggyBac	45	13864	1
Eulemur_macaco	LINE/RTE-X	63	20451	1
Vipera_berus_berus	LINE/L2	56790	32526154	61
Vipera_berus_berus	LINE/Penelope	12716	5806795	26
Vipera_berus_berus	LINE/CR1	69772	38362110	35
Vipera_berus_berus	SINE/MIR	814	282864	9
Vipera_berus_berus	LINE/RTE-BovB	19632	10410482	34
Vipera_berus_berus	SINE/Sauria	36528	12962081	11
Vipera_berus_berus	DNA/hAT-Charlie	27217	10500344	32
Vipera_berus_berus	RC/Helitron	212	120540	3
Vipera_berus_berus	LINE/RTE-RTE	810	391167	3
Vipera_berus_berus	DNA/Sola	1	301	1
Vipera_berus_berus	LINE/Dong-R4	10171	6203332	20
Vipera_berus_berus	DNA/TcMar-Tigger	38965	16424285	14
Vipera_berus_berus	LINE/Rex-Babar	9262	5207748	21
Vipera_berus_berus	DNA/hAT-Tip100	516	275786	5
Vipera_berus_berus	DNA/hAT-Ac	618	227952	2
Vipera_berus_berus	DNA/TcMar-Tc2	1566	570098	11
Vipera_berus_berus	DNA/CMC-EnSpm	52	21866	2
Vipera_berus_berus	LINE/L1	22040	15631211	40
Vipera_berus_berus	LTR/Gypsy	24968	33782681	44
Vipera_berus_berus	LTR/ERVK	233	162328	1
Vipera_berus_berus	DNA/TcMar-Tc1	4636	3032292	20
Vipera_berus_berus	LINE/Jockey	1079	542310	13
Vipera_berus_berus	DNA/Ginger	17	5402	1
Vipera_berus_berus	DNA/TcMar-Mariner	1221	542584	2
Vipera_berus_berus	LTR/Copia	1405	1301274	5
Vipera_berus_berus	LINE/RTE-X	2846	1516014	19
Vipera_berus_berus	LTR/ERV1	461	240554	3
Vipera_berus_berus	DNA/hAT-Blackjack	94	34058	2
Vipera_berus_berus	DNA/Maverick	81	28626	1
Vipera_berus_berus	LTR/DIRS	280	514969	1
Vipera_berus_berus	LTR/Pao	76	33365	1
Vipera_berus_berus	DNA/CMC-Chapaev-3	323	204995	1
Eulemur_flavifrons	LINE/L1	305949	220083855	149
Eulemur_flavifrons	LTR/ERV1	29260	13799234	64
Eulemur_flavifrons	DNA/hAT-Charlie	18590	10423343	31
Eulemur_flavifrons	SINE/MIR	79	24956	6
Eulemur_flavifrons	SINE/Alu	130807	46178607	11
Eulemur_flavifrons	LTR/ERVL-MaLR	77656	31150015	47
Eulemur_flavifrons	LINE/L2	28920	14364184	21
Eulemur_flavifrons	DNA/TcMar-Tigger	21001	12666960	29
Eulemur_flavifrons	LTR/ERVL	43377	21980284	46
Eulemur_flavifrons	DNA/CMC-EnSpm	50	21548	3
Eulemur_flavifrons	DNA/TcMar-Mariner	7950	6676391	9
Eulemur_flavifrons	DNA/hAT-Tip100	3037	1540084	7
Eulemur_flavifrons	DNA/hAT-Blackjack	1104	567397	3
Eulemur_flavifrons	DNA/hAT	123	68755	2
Eulemur_flavifrons	DNA/TcMar-Tc2	141	61001	1
Eulemur_flavifrons	LINE/CR1	99	33851	4
Eulemur_flavifrons	DNA/PiggyBac	130	76910	1
Eulemur_flavifrons	LTR/ERVK	278	133298	1
Eulemur_flavifrons	DNA/MuLE-MuDR	308	226957	1
Cavia_aperea	SINE/Alu	32240	21721736	37
Cavia_aperea	LINE/L1	335264	293726785	196
Cavia_aperea	SINE/ID	4209	2517174	12
Cavia_aperea	LTR/ERVK	16947	14207392	35
Cavia_aperea	LTR/ERV1	32251	18803242	99
Cavia_aperea	LTR/ERVL	15105	7359206	27
Cavia_aperea	LTR/ERV	1380	1032676	2
Cavia_aperea	DNA/PiggyBac	2850	1961580	3
Cavia_aperea	LTR/ERVL-MaLR	43765	16858803	43
Cavia_aperea	DNA/TcMar-Mariner	10265	4552551	7
Cavia_aperea	DNA/TcMar-Tigger	5279	2420210	20
Cavia_aperea	DNA/Sola	29	11085	1
Cavia_aperea	DNA/hAT-Charlie	3839	2159270	15
Cavia_aperea	LINE/L2	260	114849	3
Cavia_aperea	SINE/MIR	892	861023	2
Cavia_aperea	DNA/hAT-Blackjack	109	35814	2
Cavia_aperea	DNA/TcMar-Tc1	491	168151	1
Cavia_aperea	DNA/hAT-Tip100	60	21109	1
Cavia_aperea	DNA/TcMar-Tc2	418	221031	1
Cavia_aperea	SINE/7SL	508	167827	1
Cavia_aperea	DNA/PIF-Harbinger	752	478287	1
Hipposideros_armiger	LINE/L1	271012	210200809	131
Hipposideros_armiger	LTR/ERVK	2507	1636833	7
Hipposideros_armiger	SINE/MIR	184	59832	11
Hipposideros_armiger	LTR/ERVL-MaLR	51739	20753440	44
Hipposideros_armiger	LTR/ERVL	31988	16650080	43
Hipposideros_armiger	LINE/L2	28350	14675278	27
Hipposideros_armiger	DNA/hAT-Charlie	19375	7701271	17
Hipposideros_armiger	LTR/ERV1	22456	11577570	53
Hipposideros_armiger	DNA/TcMar-Mariner	22820	16764596	10
Hipposideros_armiger	DNA/hAT-Blackjack	978	447207	2
Hipposideros_armiger	DNA/CMC-EnSpm	4	1425	1
Hipposideros_armiger	DNA/TcMar-Tigger	7845	3890620	19
Hipposideros_armiger	DNA/TcMar-Tc2	4953	2389728	9
Hipposideros_armiger	DNA/hAT-Tip100	2406	1156433	8
Hipposideros_armiger	LINE/CR1	110	39087	2
Hipposideros_armiger	DNA/hAT	2	617	1
Hipposideros_armiger	SINE/5S	133	193840	1
Hipposideros_armiger	LINE/RTE-BovB	545	251746	2
Hipposideros_armiger	SINE/V	756	334701	1
Hipposideros_armiger	LTR/Copia	5	1532	1
Hipposideros_armiger	DNA/TcMar	6	1852	1
Hipposideros_armiger	DNA/PiggyBac	122	131532	1
Hipposideros_armiger	LINE/RTE-X	20	6817	1
Vicugna_pacos	DNA/hAT	6163	3431278	1
Vicugna_pacos	LINE/L1	292979	202868955	154
Vicugna_pacos	LTR/ERVL	31748	15478174	46
Vicugna_pacos	LINE/L2	25116	11462986	18
Vicugna_pacos	LINE/RTE-X	292	179941	1
Vicugna_pacos	SINE/MIR	3165	2392089	8
Vicugna_pacos	LTR/ERV1	42109	19774622	92
Vicugna_pacos	DNA/TcMar-Tigger	5377	3564762	17
Vicugna_pacos	LTR/ERVL-MaLR	51096	20220035	36
Vicugna_pacos	DNA/hAT-Charlie	6534	3177866	14
Vicugna_pacos	LTR/ERVK	794	455793	3
Vicugna_pacos	DNA/Sola	665	325027	1
Vicugna_pacos	DNA/hAT-Blackjack	1139	527716	2
Vicugna_pacos	DNA/hAT-Tip100	2948	1547034	9
Vicugna_pacos	DNA/CMC-EnSpm	36	15266	1
Vicugna_pacos	DNA/TcMar-Tc2	303	144851	1
Vicugna_pacos	DNA/TcMar	20	6574	1
Vicugna_pacos	LTR/ERV	156	92000	1
Rhinolophus_sinicus	LTR/ERVL	38143	19679887	55
Rhinolophus_sinicus	LINE/L1	272290	227186148	129
Rhinolophus_sinicus	SINE/MIR	314	248649	9
Rhinolophus_sinicus	DNA/TcMar-Mariner	19204	12045906	8
Rhinolophus_sinicus	DNA/TcMar-Tc2	3392	1863278	7
Rhinolophus_sinicus	DNA/hAT-Charlie	9580	4712159	16
Rhinolophus_sinicus	DNA/TcMar-Tigger	9817	4556545	24
Rhinolophus_sinicus	LINE/L2	22541	11605270	26
Rhinolophus_sinicus	LTR/ERV1	21614	10118862	58
Rhinolophus_sinicus	LTR/ERVL-MaLR	57742	23102542	35
Rhinolophus_sinicus	DNA/CMC-EnSpm	3	985	1
Rhinolophus_sinicus	LTR/ERVK	2959	1237068	7
Rhinolophus_sinicus	DNA/hAT-Blackjack	784	378268	2
Rhinolophus_sinicus	DNA/hAT-Tip100	2343	1163762	5
Rhinolophus_sinicus	DNA/hAT	1	302	1
Rhinolophus_sinicus	LINE/RTE-BovB	316	197287	1
Rhinolophus_sinicus	DNA/PiggyBac	132	46108	1
Rhinolophus_sinicus	LINE/RTE-X	61	19347	1
Crotalus_pyrrhus	LINE/Dong-R4	6114	3016697	18
Crotalus_pyrrhus	LINE/CR1	27758	12492545	38
Crotalus_pyrrhus	LINE/Penelope	4959	2309826	16
Crotalus_pyrrhus	LINE/RTE-BovB	7974	3773966	27
Crotalus_pyrrhus	SINE/tRNA-Core-L2	1	308	1
Crotalus_pyrrhus	LINE/Rex-Babar	2290	974621	14
Crotalus_pyrrhus	LINE/L1	10928	5056263	39
Crotalus_pyrrhus	LINE/RTE-X	2158	1056848	16
Crotalus_pyrrhus	LTR/DIRS	4451	1811500	4
Crotalus_pyrrhus	LTR/Copia	315	199256	3
Crotalus_pyrrhus	LTR/Gypsy	10070	4913703	32
Crotalus_pyrrhus	LINE/L2	13505	6239001	23
Crotalus_pyrrhus	DNA/Ginger	283	87399	1
Crotalus_pyrrhus	DNA/TcMar-Tc1	1664	890835	7
Crotalus_pyrrhus	LINE/Jockey	756	331227	6
Crotalus_pyrrhus	DNA/TcMar-Mariner	646	251412	5
Crotalus_pyrrhus	DNA/TcMar-Tigger	68	31478	1
Crotalus_pyrrhus	LINE/RTE-RTE	575	263184	3
Crotalus_pyrrhus	LTR/ERV1	297	223174	2
Crotalus_pyrrhus	DNA/CMC-Chapaev-3	301	201724	1
Crotalus_pyrrhus	LTR/Pao	719	338107	2
Crotalus_pyrrhus	RC/Helitron	55	33196	1
Crotalus_pyrrhus	LINE/I	400	261820	1
Thamnophis_sirtalis	DNA/hAT-Charlie	27445	11409381	40
Thamnophis_sirtalis	SINE/MIR	7	2307	2
Thamnophis_sirtalis	LINE/RTE-BovB	14686	6904060	36
Thamnophis_sirtalis	LINE/CR1	46897	22421334	48
Thamnophis_sirtalis	LINE/L2	23154	11897899	58
Thamnophis_sirtalis	SINE/Deu	1256	556977	10
Thamnophis_sirtalis	DNA/TcMar-Tc2	15979	6990366	20
Thamnophis_sirtalis	LINE/R1	90	42548	1
Thamnophis_sirtalis	DNA/TcMar-Tigger	12790	4762860	9
Thamnophis_sirtalis	DNA/CMC-Chapaev-3	349	219958	3
Thamnophis_sirtalis	LINE/L1	15319	8328159	43
Thamnophis_sirtalis	SINE/Sauria	25425	8600516	10
Thamnophis_sirtalis	LINE/Rex-Babar	7809	3772229	21
Thamnophis_sirtalis	LINE/Penelope	5587	2380360	24
Thamnophis_sirtalis	RC/Helitron	3565	1443428	3
Thamnophis_sirtalis	LTR/Gypsy	13250	9745381	43
Thamnophis_sirtalis	DNA/hAT-Tip100	2186	1031577	8
Thamnophis_sirtalis	LINE/RTE-X	1525	749058	13
Thamnophis_sirtalis	DNA/hAT-Blackjack	3467	1290987	2
Thamnophis_sirtalis	LINE/Dong-R4	7266	3853818	30
Thamnophis_sirtalis	LINE/RTE-RTE	613	241366	3
Thamnophis_sirtalis	DNA/TcMar-Tc1	2507	1350595	16
Thamnophis_sirtalis	DNA/CMC-EnSpm	433	225440	3
Thamnophis_sirtalis	LTR/DIRS	6747	8149451	17
Thamnophis_sirtalis	DNA/hAT	112	49469	2
Thamnophis_sirtalis	LINE/Jockey	601	270523	5
Thamnophis_sirtalis	SINE/C	892	357115	1
Thamnophis_sirtalis	LTR/ERVK	152	65513	1
Thamnophis_sirtalis	LTR/ERV1	160	123845	2
Thamnophis_sirtalis	DNA/hAT-Ac	100	41167	2
Thamnophis_sirtalis	DNA/TcMar-Mariner	332	206229	1
Thamnophis_sirtalis	LTR/Pao	173	76597	1
Thamnophis_sirtalis	DNA/MULE-MuDR	282	122837	1
Thamnophis_sirtalis	DNA/Sola	194	101686	1
Thamnophis_sirtalis	LTR/Copia	122	90380	1
Thamnophis_sirtalis	RC?/Helitron	1	311	1
Camelus_ferus	LINE/L1	299417	219734220	150
Camelus_ferus	LINE/CR1	5	1611	1
Camelus_ferus	LINE/L2	25998	13985503	20
Camelus_ferus	LTR/ERVL-MaLR	49459	19707642	41
Camelus_ferus	SINE/MIR	56	60747	8
Camelus_ferus	DNA/hAT-Charlie	10614	4524396	20
Camelus_ferus	LTR/ERV1	41528	21209101	68
Camelus_ferus	LTR/ERVL	37689	18618664	48
Camelus_ferus	DNA/TcMar-Tigger	9024	5132983	17
Camelus_ferus	DNA/hAT-Tip100	2609	1330338	9
Camelus_ferus	DNA/hAT-Blackjack	425	209805	3
Camelus_ferus	DNA/TcMar-Tc2	273	130728	1
Camelus_ferus	DNA/TcMar	3	918	1
Camelus_ferus	DNA/hAT-Ac	161	87769	1
Camelus_ferus	LTR/Copia	1	550	1
Camelus_ferus	DNA/Kolobok-Hydra	152	211116	1
Camelus_ferus	LINE/RTE-X	28	10212	1
Cyprinodon_nevadensis_pectoralis	LINE/Jockey	241	138269	2
Cyprinodon_nevadensis_pectoralis	SINE/MIR	97	32500	4
Cyprinodon_nevadensis_pectoralis	LINE/L2	12169	5375516	65
Cyprinodon_nevadensis_pectoralis	DNA/TcMar-Tc1	8594	3768628	88
Cyprinodon_nevadensis_pectoralis	DNA/hAT-Ac	6234	2356585	25
Cyprinodon_nevadensis_pectoralis	DNA/hAT-Charlie	2153	879271	17
Cyprinodon_nevadensis_pectoralis	LINE/Rex-Babar	4866	2104915	49
Cyprinodon_nevadensis_pectoralis	DNA/hAT	842	323880	14
Cyprinodon_nevadensis_pectoralis	LINE/RTE	169	57812	5
Cyprinodon_nevadensis_pectoralis	LINE/RTE-BovB	2368	1050371	4
Cyprinodon_nevadensis_pectoralis	DNA/TcMar-Tc2	163	78627	4
Cyprinodon_nevadensis_pectoralis	SINE/V	3850	1311453	5
Cyprinodon_nevadensis_pectoralis	LTR/Ngaro	610	227826	2
Cyprinodon_nevadensis_pectoralis	DNA/hAT-Tip100	1024	465761	12
Cyprinodon_nevadensis_pectoralis	DNA/PIF-Harbinger	1518	667539	13
Cyprinodon_nevadensis_pectoralis	LINE/Penelope	2770	1168708	15
Cyprinodon_nevadensis_pectoralis	LINE/I	554	298843	5
Cyprinodon_nevadensis_pectoralis	LTR/Gypsy	2258	1058229	19
Cyprinodon_nevadensis_pectoralis	DNA/TcMar	70	31003	2
Cyprinodon_nevadensis_pectoralis	DNA/hAT-Tol2	762	328554	3
Cyprinodon_nevadensis_pectoralis	LINE/L1	903	406165	13
Cyprinodon_nevadensis_pectoralis	LINE/I-Nimb	290	154408	4
Cyprinodon_nevadensis_pectoralis	DNA/CMC-EnSpm	779	274713	6
Cyprinodon_nevadensis_pectoralis	LINE/Dong-R4	1034	449130	7
Cyprinodon_nevadensis_pectoralis	DNA/hAT-hATx	31	12475	1
Cyprinodon_nevadensis_pectoralis	LINE/L1-Tx1	605	281975	3
Cyprinodon_nevadensis_pectoralis	LINE/R2-Hero	50	21759	1
Cyprinodon_nevadensis_pectoralis	LTR/Pao	153	65941	3
Cyprinodon_nevadensis_pectoralis	DNA/Kolobok-T2	79	41161	1
Cyprinodon_nevadensis_pectoralis	DNA/PiggyBac	301	160369	1
Cyprinodon_nevadensis_pectoralis	DNA/P	167	102043	1
Cyprinodon_nevadensis_pectoralis	LINE/R2	4	1228	1
Cyprinodon_nevadensis_pectoralis	LINE/Proto2	56	23583	1
Cyprinodon_nevadensis_pectoralis	DNA/PIF-ISL2EU	129	56239	2
Cyprinodon_nevadensis_pectoralis	LTR/ERV1	84	35522	3
Cyprinodon_nevadensis_pectoralis	DNA/hAT-Blackjack	97	34038	3
Cyprinodon_nevadensis_pectoralis	DNA/MULE-MuDR	81	33416	1
Cyprinodon_nevadensis_pectoralis	LTR/DIRS	121	60168	4
Cyprinodon_nevadensis_pectoralis	DNA/TcMar-Tigger	28	10343	1
Camelus_bactrianus	DNA/hAT-Charlie	7461	3540490	10
Camelus_bactrianus	LINE/L2	19082	9429669	28
Camelus_bactrianus	SINE/MIR	4	1239	3
Camelus_bactrianus	LINE/L1	294149	222483801	147
Camelus_bactrianus	SINE/ID	367	124124	2
Camelus_bactrianus	LTR/ERVL	35474	18388584	42
Camelus_bactrianus	DNA/TcMar-Tigger	11085	4843547	18
Camelus_bactrianus	LTR/ERVL-MaLR	51257	20075456	38
Camelus_bactrianus	LTR/ERV1	39965	20674096	72
Camelus_bactrianus	DNA/hAT-Blackjack	921	433125	2
Camelus_bactrianus	DNA/TcMar-Mariner	1	320	1
Camelus_bactrianus	DNA/TcMar-Tc2	405	167603	3
Camelus_bactrianus	DNA/hAT-Tip100	1924	1050975	6
Camelus_bactrianus	LTR/ERV	236	106167	1
Camelus_bactrianus	LINE/RTE-X	100	33023	1
Camelus_bactrianus	DNA/TcMar	8	2513	1
Camelus_bactrianus	LTR/ERVK	237	146909	1
Pteropus_vampyrus	LINE/L1	259695	226652606	138
Pteropus_vampyrus	LTR/ERVL-MaLR	52652	20985210	40
Pteropus_vampyrus	LTR/ERVL	33691	17230518	55
Pteropus_vampyrus	DNA/CMC-EnSpm	5016	2877568	4
Pteropus_vampyrus	SINE/5S	4	1221	1
Pteropus_vampyrus	DNA/hAT-Tip100	2393	1081084	9
Pteropus_vampyrus	SINE/MIR	627	204682	6
Pteropus_vampyrus	DNA/hAT-Charlie	9176	4865211	20
Pteropus_vampyrus	LINE/L2	23904	11874602	24
Pteropus_vampyrus	DNA/MULE-MuDR	5832	3140370	1
Pteropus_vampyrus	LTR/ERVK	1018	1095906	3
Pteropus_vampyrus	LTR/ERV1	22856	12424697	63
Pteropus_vampyrus	LTR/Gypsy	145	118825	1
Pteropus_vampyrus	DNA/TcMar-Tigger	6930	4255435	18
Pteropus_vampyrus	DNA/hAT-Blackjack	409	227826	1
Pteropus_vampyrus	DNA/PiggyBac	1141	487684	1
Pteropus_vampyrus	LINE/RTE-BovB	606	305560	3
Pteropus_vampyrus	LTR/Copia	194	64943	1
Pteropus_vampyrus	DNA/TcMar-Tc2	667	300033	2
Pteropus_vampyrus	SINE/V	16	4895	1
Condylura_cristata	LINE/L1	195702	114764881	101
Condylura_cristata	DNA/hAT-Charlie	1074	505045	2
Condylura_cristata	DNA/CMC-EnSpm	56	19963	4
Condylura_cristata	SINE/MIR	1	343	1
Condylura_cristata	LTR/ERVL-MaLR	12763	4697075	13
Condylura_cristata	LTR/ERV1	17747	8283443	42
Condylura_cristata	LTR/ERVL	7412	3348812	12
Condylura_cristata	LINE/L2	1097	414256	9
Condylura_cristata	DNA/hAT-Blackjack	384	134943	3
Condylura_cristata	DNA/TcMar-Tigger	4364	2176809	11
Condylura_cristata	DNA/TcMar	7	2183	1
Condylura_cristata	LTR/ERVK	110	38987	1
