copy	start	end	protStart	rev
CYUI01014920.1:1534654:1540683:-	4097	5047	5047	TRUE
CYUI01014920.1:1534654:1540683:-	5048	5131	5131	TRUE
CYUI01014922.1:1423214:1423998:+	2	784	2	FALSE
CYUI01014923.1:11257138:11259071:+	3	425	3	FALSE
CYUI01014923.1:11257138:11259071:+	427	1716	427	FALSE
CYUI01014949.1:17316217:17322253:+	917	1927	917	FALSE
CYUI01014949.1:17316217:17322253:+	1994	2980	1994	FALSE
CYUI01014949.1:17316217:17322253:+	3798	5816	3798	FALSE
CYUI01014980.1:14653836:14659869:-	230	2925	3007	TRUE
CYUI01014980.1:14653836:14659869:-	3008	3633	3633	TRUE
CYUI01014980.1:14653836:14659869:-	3636	4055	4055	TRUE
CYUI01014980.1:14653836:14659869:-	4119	4570	4574	TRUE
CYUI01014980.1:14653836:14659869:-	4575	5047	5047	TRUE
CYUI01014980.1:14653836:14659869:-	5048	5131	5131	TRUE
CYUI01015005.1:4614438:4618519:+	36	3860	36	FALSE
CYUI01015107.1:2549037:2549511:+	2	472	2	FALSE
CYUI01015150.1:1653433:1655564:+	6	1970	6	FALSE
CYUI01015199.1:4867488:4868499:+	54	1010	54	FALSE
CYUI01015205.1:3123640:3129695:+	905	1936	905	FALSE
CYUI01015205.1:3123640:3129695:+	1985	5809	1985	FALSE
CYUI01015209.1:3525864:3526952:+	3	722	3	FALSE
CYUI01015209.1:3525864:3526952:+	790	1035	790	FALSE
CYUI01015218.1:3269485:3275514:+	989	1915	989	FALSE
CYUI01015218.1:3269485:3275514:+	1982	5524	1982	FALSE
CYUI01015218.1:3269485:3275514:+	5526	5804	5526	FALSE
CYUI01015347.1:3140012:3146052:-	227	840	868	TRUE
CYUI01015347.1:3140012:3146052:-	869	1137	1137	TRUE
CYUI01015347.1:3140012:3146052:-	1140	3938	3938	TRUE
CYUI01015347.1:3140012:3146052:-	4099	4626	4626	TRUE
CYUI01015347.1:3140012:3146052:-	4628	5053	5053	TRUE
CYUI01015518.1:957303:957677:+	48	263	48	FALSE
CYUI01015518.1:957303:957677:+	266	358	266	FALSE
gi|545787024|ref|NW_005179402.1|:5646547:5646959:+	23	352	23	FALSE
gi|545786146|ref|NW_005179641.1|:203305:204335:-	225	607	659	TRUE
gi|545786146|ref|NW_005179641.1|:203305:204335:-	660	1030	1030	TRUE
gi|545786006|ref|NW_005179687.1|:726299:727330:+	2	727	2	FALSE
gi|545786006|ref|NW_005179687.1|:726299:727330:+	733	810	733	FALSE
gi|545785854|ref|NW_005179769.1|:396311:397350:-	5	1006	1006	TRUE
gi|545784962|ref|NW_005180661.1|:16839:17183:-	3	344	344	TRUE
gi|1127293334|ref|NW_017804808.1|:364084:364640:-	36	397	437	TRUE
gi|1127293334|ref|NW_017804808.1|:364084:364640:-	438	556	556	TRUE
gi|1127293140|ref|NW_017805002.1|:3401737:3402448:-	30	710	710	TRUE
gi|1127293066|ref|NW_017805076.1|:620800:621266:+	3	342	3	FALSE
gi|1127293066|ref|NW_017805076.1|:620800:621266:+	345	405	343	FALSE
gi|1127292361|ref|NW_017805781.1|:35549:36247:-	45	695	695	TRUE
gi|1127292201|ref|NW_017805932.1|:776196:776831:+	6	626	6	FALSE
gi|1115582903|ref|NW_017731588.1|:126033:126954:-	4	558	558	TRUE
gi|1115582903|ref|NW_017731588.1|:126033:126954:-	561	716	716	TRUE
gi|1115581323|ref|NW_017733168.1|:31076:32000:+	182	925	182	FALSE
gi|1041774978|ref|NW_016097608.1|:6250679:6251933:+	61	840	61	FALSE
gi|1041774978|ref|NW_016097608.1|:6250679:6251933:+	866	1033	866	FALSE
gi|1041774978|ref|NW_016097608.1|:7672001:7673499:+	270	728	270	FALSE
gi|1041774978|ref|NW_016097608.1|:7672001:7673499:+	731	954	731	FALSE
gi|1041774978|ref|NW_016097608.1|:7672001:7673499:+	977	1278	955	FALSE
gi|1041774977|ref|NW_016097609.1|:2575761:2576191:-	27	431	431	TRUE
gi|1041774946|ref|NW_016097640.1|:15309837:15311269:-	53	982	982	TRUE
gi|1041774945|ref|NW_016097641.1|:1543215:1544822:+	367	1386	367	FALSE
gi|1041774938|ref|NW_016097648.1|:75590:76898:+	73	821	73	FALSE
gi|1041774938|ref|NW_016097648.1|:75590:76898:+	949	1108	822	FALSE
gi|1041774938|ref|NW_016097648.1|:75590:76898:+	1164	1306	1109	FALSE
gi|1041774929|ref|NW_016097657.1|:18180895:18182136:-	196	1203	1203	TRUE
gi|1041774902|ref|NW_016097684.1|:2842078:2843699:+	391	1176	391	FALSE
gi|1041774902|ref|NW_016097684.1|:2842078:2843699:+	1179	1373	1179	FALSE
gi|1041774899|ref|NW_016097687.1|:793990:794899:+	13	690	13	FALSE
gi|1041774883|ref|NW_016097703.1|:395369:396874:-	218	595	595	TRUE
gi|1041774883|ref|NW_016097703.1|:395369:396874:-	598	813	813	TRUE
gi|1041774883|ref|NW_016097703.1|:395369:396874:-	828	1154	1154	TRUE
gi|1041774863|ref|NW_016097723.1|:618061:619688:-	213	805	827	TRUE
gi|1041774863|ref|NW_016097723.1|:618061:619688:-	828	1228	1228	TRUE
gi|1041774862|ref|NW_016097724.1|:1987912:1989054:-	34	750	750	TRUE
gi|1041774862|ref|NW_016097724.1|:1987912:1989054:-	834	1004	1004	TRUE
gi|1041774841|ref|NW_016097745.1|:7250224:7251373:+	6	1058	6	FALSE
gi|1041774825|ref|NW_016097761.1|:83246:84375:-	1	774	774	TRUE
gi|1041774805|ref|NW_016097781.1|:1086814:1088432:-	250	576	576	TRUE
gi|1041774805|ref|NW_016097781.1|:1086814:1088432:-	578	1228	1228	TRUE
gi|1041774793|ref|NW_016097793.1|:229539:230667:-	250	836	837	TRUE
gi|1041774793|ref|NW_016097793.1|:229539:230667:-	838	1067	1067	TRUE
gi|1041775292|ref|NC_030416.1|:8582469:8584078:-	222	1241	1241	TRUE
gi|1041775292|ref|NC_030416.1|:8637719:8638407:+	55	516	55	FALSE
gi|1041775292|ref|NC_030416.1|:11474692:11475781:-	102	1049	1049	TRUE
gi|1041775292|ref|NC_030416.1|:20683805:20685052:+	40	1059	40	FALSE
gi|1041774774|ref|NW_016097812.1|:162138:163240:-	196	545	549	TRUE
gi|1041774774|ref|NW_016097812.1|:162138:163240:-	550	1103	1103	TRUE
gi|1041774774|ref|NW_016097812.1|:1434883:1436077:-	268	1052	1107	TRUE
gi|1041774774|ref|NW_016097812.1|:1434883:1436077:-	1108	1193	1193	TRUE
gi|1041774774|ref|NW_016097812.1|:1807126:1808934:-	243	821	821	TRUE
gi|1041774774|ref|NW_016097812.1|:1807126:1808934:-	829	1785	1785	TRUE
gi|1041774768|ref|NW_016097818.1|:817687:818754:+	260	1045	260	FALSE
gi|1041774746|ref|NW_016097840.1|:1986061:1986501:+	1	411	1	FALSE
gi|1041774715|ref|NW_016097871.1|:427953:429472:-	207	1202	1202	TRUE
gi|1041774705|ref|NW_016097881.1|:75685:77218:-	220	1197	1197	TRUE
gi|1041774680|ref|NW_016097906.1|:1962025:1962663:+	33	632	33	FALSE
gi|1041774658|ref|NW_016097928.1|:3577551:3578090:-	30	437	437	TRUE
gi|1041774658|ref|NW_016097928.1|:11690040:11691659:-	250	552	552	TRUE
gi|1041774658|ref|NW_016097928.1|:11690040:11691659:-	570	1232	1232	TRUE
gi|1041774607|ref|NW_016097979.1|:1058371:1059993:-	238	897	897	TRUE
gi|1041774607|ref|NW_016097979.1|:1058371:1059993:-	900	1256	1256	TRUE
gi|1041775224|ref|NW_016097362.1|:1595932:1597428:-	226	828	828	TRUE
gi|1041775224|ref|NW_016097362.1|:1595932:1597428:-	830	1018	1018	TRUE
gi|1041775224|ref|NW_016097362.1|:1595932:1597428:-	1020	1145	1145	TRUE
gi|1041775175|ref|NW_016097411.1|:9313525:9314755:+	382	1059	382	FALSE
gi|1041775175|ref|NW_016097411.1|:9313525:9314755:+	1070	1210	1070	FALSE
gi|1041775173|ref|NW_016097413.1|:3936841:3937708:-	6	340	371	TRUE
gi|1041775173|ref|NW_016097413.1|:3936841:3937708:-	372	868	868	TRUE
gi|1041775153|ref|NW_016097433.1|:4687090:4688295:+	40	624	40	FALSE
gi|1041775153|ref|NW_016097433.1|:4687090:4688295:+	627	1037	627	FALSE
gi|1041775143|ref|NW_016097443.1|:456572:458178:-	213	1232	1232	TRUE
gi|1041775141|ref|NW_016097445.1|:582596:583705:-	2	372	1108	TRUE
gi|1041775141|ref|NW_016097445.1|:582596:583705:-	967	1108	1108	TRUE
gi|1041775138|ref|NW_016097448.1|:389653:391236:-	225	959	959	TRUE
gi|1041775138|ref|NW_016097448.1|:389653:391236:-	961	1215	1215	TRUE
gi|1041775128|ref|NW_016097458.1|:3278147:3279540:+	157	1176	157	FALSE
gi|1041775098|ref|NW_016097488.1|:401540:403342:-	232	1791	1791	TRUE
gi|1041775073|ref|NW_016097513.1|:9841558:9842393:+	9	84	9	FALSE
gi|1041775073|ref|NW_016097513.1|:9841558:9842393:+	87	535	85	FALSE
gi|1041775073|ref|NW_016097513.1|:9841558:9842393:+	547	832	536	FALSE
gi|1041775053|ref|NW_016097533.1|:10314648:10316153:-	219	1030	1031	TRUE
gi|1041775053|ref|NW_016097533.1|:10314648:10316153:-	1032	1171	1171	TRUE
gi|1041775028|ref|NW_016097558.1|:47413:49215:-	240	1374	1511	TRUE
gi|1041775028|ref|NW_016097558.1|:47413:49215:-	1512	1791	1791	TRUE
gi|1041775019|ref|NW_016097567.1|:457174:458172:-	1	948	948	TRUE
gi|1041775012|ref|NW_016097574.1|:12271608:12272841:-	85	164	168	TRUE
gi|1041775012|ref|NW_016097574.1|:12271608:12272841:-	169	263	263	TRUE
gi|1041775012|ref|NW_016097574.1|:12271608:12272841:-	266	1078	1078	TRUE
gi|1041775010|ref|NW_016097576.1|:2075505:2076628:-	74	592	592	TRUE
gi|1041775010|ref|NW_016097576.1|:2075505:2076628:-	603	1085	1085	TRUE
gi|1041773513|ref|NW_016099073.1|:1086:2035:+	2	781	2	FALSE
gi|1040650370|ref|NW_016094246.1|:1543643:1544382:+	1	654	1	FALSE
gi|1040650357|ref|NW_016094259.1|:4761991:4762658:-	184	609	609	TRUE
gi|1040650352|ref|NW_016094264.1|:3756580:3757005:-	3	301	305	TRUE
gi|1040650352|ref|NW_016094264.1|:3756580:3757005:-	306	424	424	TRUE
gi|1040650294|ref|NW_016094322.1|:1755913:1756586:+	15	638	15	FALSE
gi|1040650294|ref|NW_016094322.1|:1889748:1890972:+	216	1145	216	FALSE
gi|1040650159|ref|NW_016094457.1|:581795:582726:-	29	904	904	TRUE
gi|1040650118|ref|NW_016094498.1|:147960:148608:+	7	243	7	FALSE
gi|1040650118|ref|NW_016094498.1|:147960:148608:+	248	628	248	FALSE
gi|1040650048|ref|NW_016094568.1|:226860:228106:-	1	984	984	TRUE
gi|1040649983|ref|NW_016094633.1|:208621:209293:+	2	655	2	FALSE
gi|1040649961|ref|NW_016094655.1|:107925:108500:+	52	543	52	FALSE
gi|1040649951|ref|NW_016094665.1|:226454:227235:+	6	779	6	FALSE
gi|1040649875|ref|NW_016094741.1|:4911:6076:-	71	1063	1063	TRUE
gi|1163939101|ref|NW_018114461.1|:1902665:1903134:+	2	245	2	FALSE
gi|1163939101|ref|NW_018114461.1|:1902665:1903134:+	275	449	246	FALSE
gi|1163939057|ref|NW_018114468.1|:242523:243330:+	3	581	3	FALSE
gi|1163938633|ref|NW_018114539.1|:792679:794599:-	90	1919	1919	TRUE
gi|1163938289|ref|NW_018114570.1|:1181328:1184098:-	1	1524	1524	TRUE
gi|1163938289|ref|NW_018114570.1|:1181328:1184098:-	1527	2435	2435	TRUE
gi|1163938289|ref|NW_018114570.1|:1181328:1184098:-	2437	2748	2748	TRUE
gi|1163937936|ref|NW_018114621.1|:118021:118527:+	3	506	3	FALSE
gi|1163937043|ref|NW_018114779.1|:27640:29118:-	162	866	866	TRUE
gi|1163937043|ref|NW_018114779.1|:27640:29118:-	869	1477	1477	TRUE
gi|1163937029|ref|NW_018114781.1|:150009:153009:-	39	1414	1439	TRUE
gi|1163937029|ref|NW_018114781.1|:150009:153009:-	1440	2995	2995	TRUE
gi|1163929969|ref|NW_018115829.1|:4617:6132:+	6	778	6	FALSE
gi|1163929969|ref|NW_018115829.1|:4617:6132:+	783	1225	779	FALSE
gi|1163923251|ref|NW_018116795.1|:15059:16496:-	477	1436	1436	TRUE
gi|1163915421|ref|NW_018117858.1|:1342:4325:-	293	1092	1186	TRUE
gi|1163915421|ref|NW_018117858.1|:1342:4325:-	1187	2285	2295	TRUE
gi|1163915421|ref|NW_018117858.1|:1342:4325:-	2296	2984	2984	TRUE
gi|1163913834|ref|NW_018118044.1|:7517:8967:+	2	1447	2	FALSE
gi|1163877526|ref|NW_018123646.1|:1:2086:+	2	1822	2	FALSE
gi|1104471604|ref|NW_017608087.1|:39817:40895:-	5	388	388	TRUE
gi|1104471604|ref|NW_017608087.1|:39817:40895:-	396	818	818	TRUE
gi|1104470491|ref|NW_017608365.1|:156015:156776:+	1	741	1	FALSE
gi|1104469637|ref|NW_017608555.1|:593110:593912:-	23	398	400	TRUE
gi|1104469637|ref|NW_017608555.1|:593110:593912:-	401	803	803	TRUE
gi|1104469568|ref|NW_017608564.1|:2100350:2101103:+	40	540	40	FALSE
gi|1104469084|ref|NW_017608758.1|:369803:370452:-	32	649	649	TRUE
gi|1104468815|ref|NW_017609027.1|:217284:218309:+	350	487	350	FALSE
gi|1104468815|ref|NW_017609027.1|:217284:218309:+	520	834	520	FALSE
gi|1104468609|ref|NW_017609220.1|:1770:2211:+	2	53	2	FALSE
gi|1104468609|ref|NW_017609220.1|:1770:2211:+	152	440	54	FALSE
gi|1104468332|ref|NW_017609497.1|:14995:15659:-	57	620	620	TRUE
gi|1104468311|ref|NW_017609518.1|:303818:304841:-	11	1024	1024	TRUE
gi|1104468102|ref|NW_017609727.1|:770284:771124:+	1	726	1	FALSE
gi|1104461677|ref|NW_017613854.1|:1050291:1051091:+	29	772	29	FALSE
gi|1104461672|ref|NW_017613859.1|:1257657:1258109:-	22	453	453	TRUE
gi|1074025123|ref|NW_017365137.1|:11205:12185:+	6	923	6	FALSE
gi|1074023441|ref|NW_017366819.1|:9505:10484:-	61	975	975	TRUE
gi|1074023407|ref|NW_017366853.1|:9886:10862:-	58	972	972	TRUE
gi|1074023366|ref|NW_017366894.1|:408043:408433:-	6	383	383	TRUE
gi|1074017795|ref|NW_017367107.1|:122991:124233:-	3	1019	1019	TRUE
gi|1074017795|ref|NW_017367107.1|:122991:124233:-	1024	1236	1236	TRUE
gi|1074017795|ref|NW_017367107.1|:395741:396066:+	3	326	3	FALSE
gi|554667677|ref|NW_005821124.1|:295448:297104:+	1	1653	1	FALSE
gi|554661691|ref|NW_005826238.1|:662:1418:-	7	756	756	TRUE
gi|570364491|ref|NW_006269998.1|:59612:61218:+	383	1390	383	FALSE
gi|570364488|ref|NW_006270001.1|:2561812:2563375:+	367	1294	367	FALSE
gi|570364488|ref|NW_006270001.1|:2561812:2563375:+	1297	1366	1295	FALSE
gi|570364465|ref|NW_006270024.1|:3409803:3410741:-	198	694	710	TRUE
gi|570364465|ref|NW_006270024.1|:3409803:3410741:-	711	925	925	TRUE
gi|570364620|ref|NW_006269869.1|:1540433:1542356:-	96	1922	1922	TRUE
gi|570364523|ref|NW_006269966.1|:8393416:8395007:-	216	892	893	TRUE
gi|570364523|ref|NW_006269966.1|:8393416:8395007:-	894	921	1051	TRUE
gi|570364523|ref|NW_006269966.1|:8393416:8395007:-	1052	1203	1203	TRUE
KE993672.1:5182778:5183752:+	2	673	2	FALSE
KE993723.1:556731:557265:-	222	533	533	TRUE
KE993729.1:625878:627157:+	369	839	369	FALSE
KE993729.1:625878:627157:+	842	1279	842	FALSE
KE993735.1:1676902:1678503:-	223	1239	1239	TRUE
KE993737.1:1171509:1172757:+	366	1247	366	FALSE
KE993742.1:1127291:1128728:-	246	1436	1436	TRUE
KE993744.1:418823:420410:+	24	736	24	FALSE
KE993744.1:418823:420410:+	1173	1555	737	FALSE
KE993750.1:1423955:1425083:-	3	475	485	TRUE
KE993750.1:1423955:1425083:-	486	1006	1006	TRUE
KE993750.1:1423955:1425083:-	1012	1113	1113	TRUE
KE993772.1:1346591:1347951:-	221	1237	1237	TRUE
KE993775.1:566617:568225:-	222	1241	1241	TRUE
KE993818.1:495723:496835:-	222	1112	1112	TRUE
KE993853.1:453000:454099:+	6	141	6	FALSE
KE993853.1:453000:454099:+	174	1098	142	FALSE
KE993888.1:474508:475936:-	268	799	801	TRUE
KE993888.1:474508:475936:-	802	989	994	TRUE
KE993888.1:474508:475936:-	995	1427	1427	TRUE
KE993929.1:719183:721193:-	115	1914	1914	TRUE
KE993934.1:427645:428987:+	103	1122	103	FALSE
KE994142.1:315233:316813:+	345	1361	345	FALSE
KE994183.1:42259:43397:-	222	1130	1130	TRUE
KE994352.1:156896:157635:-	2	733	733	TRUE
KE994578.1:25716:27606:+	3	1078	3	FALSE
KE994578.1:25716:27606:+	1083	1756	1079	FALSE
KE995142.1:46101:46959:-	237	854	854	TRUE
KE996424.1:6559:7269:-	222	656	656	TRUE
APJL01094822.1:2196:3805:-	222	1241	1241	TRUE
APJL01103249.1:2940:3603:-	219	662	662	TRUE
APJL01103797.1:893:2895:+	70	1887	70	FALSE
APJL01107785.1:2:2008:+	113	1524	113	FALSE
APJL01107785.1:2:2008:+	1553	1872	1525	FALSE
APJL01108187.1:1775:2807:+	3	350	3	FALSE
APJL01108187.1:1775:2807:+	352	1023	352	FALSE
APJL01109195.1:1:1614:-	223	1242	1242	TRUE
APJL01109963.1:155:1151:-	164	997	997	TRUE
APJL01132136.1:2:1143:-	61	1080	1080	TRUE
APJL01136664.1:2:1349:+	107	1126	107	FALSE
FLSR01000022.1:108679:109814:-	14	1135	1135	TRUE
FLSR01000103.1:23277:24076:-	3	683	683	TRUE
FLSR01000155.1:20961:21670:-	88	708	708	TRUE
FLSR01000171.1:3912:5142:-	189	293	293	TRUE
FLSR01000171.1:3912:5142:-	304	1188	1188	TRUE
FLSR01000243.1:283074:283562:-	19	165	165	TRUE
FLSR01000243.1:283074:283562:-	177	476	476	TRUE
FLSR01000779.1:57527:57845:-	7	318	318	TRUE
FLSR01001051.1:229111:230127:-	32	541	541	TRUE
FLSR01004876.1:14092184:14092684:-	6	373	377	TRUE
FLSR01004876.1:14092184:14092684:-	378	496	496	TRUE
FLSR01004878.1:2129916:2131061:+	272	1028	272	FALSE
FLSR01004878.1:2129916:2131061:+	1034	1142	1029	FALSE
FLSR01004878.1:5602208:5603252:+	60	409	60	FALSE
FLSR01004878.1:5602208:5603252:+	864	1015	410	FALSE
FLSR01004885.1:22567085:22568268:-	1	825	825	TRUE
FLSR01004888.1:5827305:5828496:-	39	962	962	TRUE
FLSR01004888.1:5827305:5828496:-	967	1074	1074	TRUE
gi|343530188|ref|NW_003573429.1|:5597629:5598549:+	1	756	1	FALSE
gi|343530168|ref|NW_003573449.1|:4277863:4278774:+	60	749	60	FALSE
CM007561.1:26111609:26112280:+	35	670	35	FALSE
gi|960324913|ref|NW_014805304.1|:272766:277260:-	44	2398	2398	TRUE
gi|960324913|ref|NW_014805304.1|:272766:277260:-	2447	3394	3394	TRUE
gi|960324913|ref|NW_014805304.1|:272766:277260:-	3395	3478	3478	TRUE
gi|960323831|ref|NW_014805556.1|:820971:826260:+	184	921	184	FALSE
gi|960323831|ref|NW_014805556.1|:820971:826260:+	1430	5086	1430	FALSE
gi|960326746|ref|NW_014804564.1|:9628439:9630465:-	233	1534	1534	TRUE
gi|960326746|ref|NW_014804564.1|:9628439:9630465:-	1536	2027	2027	TRUE
gi|960326602|ref|NW_014804689.1|:6325531:6327789:+	3	1763	3	FALSE
gi|960326602|ref|NW_014804689.1|:6325531:6327789:+	1764	2009	1764	FALSE
gi|960326536|ref|NW_014804749.1|:120487:125742:-	80	1678	1678	TRUE
gi|960326536|ref|NW_014804749.1|:120487:125742:-	1681	3156	3156	TRUE
gi|960326536|ref|NW_014804749.1|:120487:125742:-	3223	4236	4236	TRUE
gi|960326444|ref|NW_014804813.1|:2360464:2366294:-	13	3738	3738	TRUE
gi|960326444|ref|NW_014804813.1|:2360464:2366294:-	3805	4821	4821	TRUE
gi|960326062|ref|NW_014804903.1|:1248446:1254550:-	231	4052	4052	TRUE
gi|960326062|ref|NW_014804903.1|:1248446:1254550:-	4119	5126	5126	TRUE
gi|960325707|ref|NW_014804993.1|:5776163:5781499:+	1026	1399	1026	FALSE
gi|960325707|ref|NW_014804993.1|:5776163:5781499:+	2022	2035	1400	FALSE
gi|960325707|ref|NW_014804993.1|:5776163:5781499:+	2442	5279	2442	FALSE
gi|960325532|ref|NW_014805097.1|:11172722:11177364:-	18	1577	1577	TRUE
gi|960325532|ref|NW_014805097.1|:11172722:11177364:-	1580	2542	2542	TRUE
gi|960325532|ref|NW_014805097.1|:11172722:11177364:-	2609	2787	2842	TRUE
gi|960325532|ref|NW_014805097.1|:11172722:11177364:-	2843	3185	3249	TRUE
gi|960325532|ref|NW_014805097.1|:11172722:11177364:-	3250	3620	3620	TRUE
gi|960231160|ref|NW_014866315.1|:1:1315:+	21	440	21	FALSE
gi|960231160|ref|NW_014866315.1|:1:1315:+	442	1296	442	FALSE
gi|960113111|ref|NW_014984288.1|:1:1677:+	1	1341	1	FALSE
gi|960321801|ref|NW_014806052.1|:1024848:1029297:+	1036	2037	1036	FALSE
gi|960321801|ref|NW_014806052.1|:1024848:1029297:+	2237	4450	2237	FALSE
gi|778161492|ref|NW_012011022.1|:3924940:3926901:-	1	1962	1962	TRUE
gi|778161249|ref|NW_012011056.1|:5459746:5461453:+	3	1357	3	FALSE
gi|778161249|ref|NW_012011056.1|:5459746:5461453:+	1374	1477	1358	FALSE
gi|778160482|ref|NW_012011167.1|:10277688:10279653:+	3	472	3	FALSE
gi|778160482|ref|NW_012011167.1|:10277688:10279653:+	567	661	473	FALSE
gi|778160482|ref|NW_012011167.1|:10277688:10279653:+	664	1536	664	FALSE
gi|778160482|ref|NW_012011167.1|:10277688:10279653:+	1538	1750	1538	FALSE
gi|778157806|ref|NW_012011566.1|:696251:697982:-	220	1539	1539	TRUE
gi|778157806|ref|NW_012011566.1|:696251:697982:-	1541	1732	1732	TRUE
gi|778157685|ref|NW_012011577.1|:25774968:25777087:-	238	768	768	TRUE
gi|778157685|ref|NW_012011577.1|:25774968:25777087:-	769	1034	1104	TRUE
gi|778157685|ref|NW_012011577.1|:25774968:25777087:-	1105	2108	2108	TRUE
gi|778155021|ref|NW_012011967.1|:2678562:2680119:-	3	1457	1457	TRUE
gi|778139982|ref|NW_012013133.1|:13269215:13271034:+	1	1620	1	FALSE
gi|778139982|ref|NW_012013133.1|:13269215:13271034:+	1623	1739	1623	FALSE
gi|778139982|ref|NW_012013133.1|:13269215:13271034:+	1745	1819	1745	FALSE
gi|778131043|ref|NW_012013655.1|:342386:345004:-	215	2440	2440	TRUE
gi|778113056|ref|NW_012016799.1|:16139395:16141624:+	71	1912	71	FALSE
gi|778113056|ref|NW_012016799.1|:16139395:16141624:+	1915	2025	1915	FALSE
gi|778101192|ref|NW_012018354.1|:7503277:7504408:-	4	921	921	TRUE
gi|778101192|ref|NW_012018354.1|:7503277:7504408:-	924	1028	1028	TRUE
gi|778101192|ref|NW_012018354.1|:7503277:7504408:-	1031	1132	1132	TRUE
LKNJ01000415.1:25950:26800:+	2	829	2	FALSE
LKNJ01001295.1:31920:33320:-	23	952	952	TRUE
LKNJ01001295.1:31920:33320:-	953	1033	1033	TRUE
LKNJ01002103.1:22691:23902:+	147	891	147	FALSE
LKNJ01002103.1:22691:23902:+	918	1002	892	FALSE
LKNJ01002103.1:22691:23902:+	1004	1189	1004	FALSE
LKNJ01002647.1:58371:59773:-	5	612	613	TRUE
LKNJ01002647.1:58371:59773:-	614	1035	1035	TRUE
LKNJ01003617.1:28703:30109:-	23	1039	1039	TRUE
LKNJ01003891.1:11570:12410:-	3	536	536	TRUE
LKNJ01006069.1:15396:15755:-	1	360	360	TRUE
LKNJ01006834.1:15018:16427:+	372	1388	372	FALSE
LKNJ01009536.1:6864:7714:+	3	851	3	FALSE
MDXI01003422.1:660276:661098:-	3	673	728	TRUE
MDXI01003422.1:660276:661098:-	729	823	823	TRUE
MDXI01011049.1:454982:455461:+	1	405	1	FALSE
MDXI01012608.1:283459:284336:-	3	878	878	TRUE
MDXI01015122.1:252499:253515:+	11	1015	11	FALSE
MDXI01017357.1:2753:4339:-	76	1032	1032	TRUE
MDXI01017418.1:3808:4253:+	1	333	1	FALSE
gi|786082799|ref|NW_012101687.1|:6361107:6362810:+	3	1358	3	FALSE
gi|786070381|ref|NW_012104521.1|:366360:367739:+	62	1363	62	FALSE
gi|786069501|ref|NW_012104698.1|:2717427:2719156:+	9	761	9	FALSE
gi|786069501|ref|NW_012104698.1|:2717427:2719156:+	763	969	763	FALSE
gi|786069501|ref|NW_012104698.1|:2717427:2719156:+	970	1503	970	FALSE
gi|786052779|ref|NW_012107731.1|:240300:241735:+	11	1258	11	FALSE
gi|786052779|ref|NW_012107731.1|:240300:241735:+	1261	1434	1261	FALSE
KV751315.1:4311350:4312047:+	2	445	2	FALSE
KV751317.1:4285471:4286160:+	1	666	1	FALSE
KV751317.1:22349741:22352950:-	24	3197	3197	TRUE
KV751317.1:23030990:23032622:-	305	1297	1297	TRUE
KV751318.1:8902896:8904390:+	1	1395	1	FALSE
KV751318.1:12974335:12974646:-	2	310	310	TRUE
KV751320.1:10761858:10762918:+	8	667	8	FALSE
KV751320.1:10761858:10762918:+	670	1026	670	FALSE
KV751324.1:10031118:10032884:-	24	1605	1646	TRUE
KV751324.1:10031118:10032884:-	1647	1767	1767	TRUE
KV751324.1:10904803:10905370:-	29	565	565	TRUE
KV751324.1:21443073:21443793:-	25	151	180	TRUE
KV751324.1:21443073:21443793:-	181	721	721	TRUE
KV751325.1:5306858:5307475:-	7	615	615	TRUE
KV751328.1:1717366:1718995:+	337	1329	337	FALSE
KV751330.1:8439463:8440516:+	3	1004	3	FALSE
KV751333.1:1960603:1962363:+	5	1738	5	FALSE
KV751333.1:4277454:4279086:-	305	1297	1297	TRUE
KV751334.1:1123375:1124864:-	162	1154	1154	TRUE
KV751334.1:3708590:3709090:+	2	325	2	FALSE
KV751334.1:3708590:3709090:+	327	473	327	FALSE
KV751334.1:5595178:5595887:+	1	453	1	FALSE
KV751334.1:5595178:5595887:+	456	674	456	FALSE
KV751342.1:6174837:6176446:+	337	655	337	FALSE
KV751342.1:6174837:6176446:+	697	1306	656	FALSE
KV751343.1:3662211:3662672:-	2	454	454	TRUE
KV751344.1:893182:896387:+	10	3183	10	FALSE
KV751349.1:769524:770252:-	19	324	324	TRUE
KV751349.1:769524:770252:-	471	608	608	TRUE
KV751349.1:769524:770252:-	611	727	727	TRUE
KV751350.1:4418729:4420695:-	27	1967	1967	TRUE
KV751359.1:875303:876907:-	301	1266	1266	TRUE
KV751359.1:2945405:2946062:+	1	426	1	FALSE
KV751359.1:2945405:2946062:+	429	656	429	FALSE
KV751367.1:3575061:3576098:+	76	774	76	FALSE
KV751371.1:2598909:2600316:-	107	755	811	TRUE
KV751371.1:2598909:2600316:-	812	1067	1067	TRUE
KV751382.1:1568344:1569248:+	76	882	76	FALSE
gi|1167783204|ref|NW_018127882.1|:2090531:2091412:+	17	664	17	FALSE
gi|1167782918|ref|NW_018127893.1|:1769268:1770148:-	238	867	867	TRUE
gi|1167782841|ref|NW_018127896.1|:3081081:3082704:+	382	1401	382	FALSE
gi|1167782830|ref|NW_018127898.1|:7416526:7417429:-	187	636	636	TRUE
gi|1167782829|ref|NW_018127899.1|:2911711:2913127:-	302	1324	1324	TRUE
